Age,Gender,Country,City_Tier,Monthly_Income,Occupation,Fitness_Enthusiast,Shoes_Per_Year,Preferred_Shoe_Types,Interested_in_Customization,Preferred_Customization_Level,Interest_AI_Style_Advisor,Interest_AR_TryOn,Interest_Limited_Edition,Interest_Eco_Friendly,Interest_Single_Pair_Manufacturing,Preferred_Materials,Willing_to_Pay_More_for_Sustainable,Max_Price_Willing_to_Pay,Difficulty_in_Finding_Size,Shoe_Size,Likelihood_to_Use_App,Purchased_Custom_Before,Importance_Brand,Importance_Comfort,Importance_Design,Importance_Price,Importance_Uniqueness,Try_on_Recommendation_By_Friend,Frustration_With_Online_Shoe_Buying,Buy_if_AR_Visualization,Participate_in_Design_Contests,App_Try_Timeline
35,Male,Other,Tier 3,1014.31,Student,Yes,6,Formal,Yes,Sole type,5,5,5,2,2,"Vegan, Recyclable materials",Yes,89.61,Yes,7.3,4,Yes,3,3,4,4,4,No,Size mismatch,Yes,Yes,Immediately
33,Male,India,Tier 3,1292.45,Student,Yes,6,"Formal, Ethnic, Sports",No,Full Design,2,2,3,5,3,"Vegan, Recyclable materials",Yes,79.05,Yes,11.5,3,Yes,5,3,4,3,2,Maybe,Size mismatch,Yes,No,Within a month
31,Female,UK,Tier 1,331.96,Self-employed,Yes,5,Slippers,Yes,Color only,4,1,3,2,2,"Canvas, Leather",Yes,160.69,No,11.9,3,No,4,3,5,5,5,Yes,Size mismatch,No,Yes,Within a month
23,Female,UK,Tier 2,6457.74,Professional,Yes,4,"Sneakers, Slippers, Boots",Yes,Material,4,5,1,3,5,Leather,No,80.37,No,9.1,4,No,4,5,1,2,3,Yes,Size mismatch,Yes,Yes,Immediately
33,Female,UAE,Tier 1,1846.75,Professional,No,3,"Sneakers, Ethnic, Boots",Yes,Full Design,5,3,3,3,3,Leather,No,95.73,No,12.6,3,Yes,1,4,3,3,5,Yes,Generic design,Yes,Yes,Within a month
45,Male,USA,Tier 2,704.06,Entrepreneur,No,2,"Ethnic, Boots, Casual",No,Color only,2,5,5,2,5,"Recyclable materials, Vegan",Yes,155.49,No,8.4,5,No,3,3,2,4,1,Yes,Poor product information,Yes,No,Immediately
40,Male,India,Tier 3,1522.14,Professional,Yes,3,"Casual, Formal, Sneakers",Yes,Full Design,3,1,5,1,1,"Vegan, Canvas, Knit",No,121.39,No,9.6,2,Yes,5,2,1,1,2,No,Size mismatch,No,Yes,Immediately
42,Female,India,Tier 3,373.93,Other,No,4,Sneakers,Yes,Sole type,2,4,5,2,2,"Knit, Leather",No,48.11,No,11.1,2,No,5,4,2,2,2,Maybe,Poor product information,No,Yes,Within 3 months
25,Male,UK,Tier 1,5264.9,Entrepreneur,Yes,4,"Ethnic, Casual",Yes,Material,1,5,2,3,2,"Canvas, Vegan, Recyclable materials",Yes,759.52,Yes,8.3,3,Yes,5,2,2,3,3,Yes,Generic design,Yes,Yes,Immediately
22,Female,UAE,Tier 2,488.17,Professional,Yes,4,"Boots, Sports",Yes,Material,3,4,3,3,1,Vegan,Yes,98.8,No,6.9,4,Yes,3,3,2,3,1,Maybe,Generic design,Yes,Yes,Immediately
28,Male,India,Tier 1,1766.32,Self-employed,Yes,8,"Boots, Sports",No,Material,2,4,2,3,3,"Leather, Recyclable materials",Yes,103.89,No,6.6,1,No,4,3,5,4,1,Maybe,None of the above,No,Yes,Immediately
30,Female,India,Tier 3,622.46,Student,No,3,"Sneakers, Slippers",Yes,Material,2,4,4,1,3,"Knit, Leather",Yes,130.23,No,12.1,3,No,4,4,1,3,1,Yes,None of the above,Yes,No,Immediately
38,Male,Other,Tier 1,2096.44,Professional,Yes,4,Sports,Yes,Full Design,3,1,2,3,2,"Recyclable materials, Canvas, Knit",Yes,145.0,No,8.2,1,No,5,1,2,2,4,No,Generic design,Yes,Yes,Immediately
16,Female,UAE,Tier 2,2449.67,Professional,Yes,3,"Slippers, Casual",Yes,Full Design,4,5,1,3,1,"Recyclable materials, Leather",Yes,198.44,Yes,8.7,3,No,3,3,2,5,1,Yes,Long delivery time,No,Yes,Immediately
42,Female,Other,Tier 2,1878.62,Professional,No,5,Ethnic,No,Sole type,4,4,4,4,5,"Canvas, Vegan",No,53.6,No,7.3,1,Yes,1,1,5,5,1,Maybe,Size mismatch,No,Yes,Immediately
28,Female,UK,Tier 2,1629.82,Entrepreneur,No,6,Boots,Yes,Full Design,2,2,5,2,4,"Vegan, Canvas",Yes,153.04,No,10.4,3,No,1,5,1,5,4,Yes,Generic design,Yes,Yes,Immediately
26,Male,India,Tier 1,3544.97,Self-employed,No,7,"Boots, Sneakers, Ethnic",Yes,Material,2,1,2,1,3,"Recyclable materials, Leather, Vegan",Yes,149.72,No,7.8,4,Yes,2,2,5,1,2,No,Generic design,Yes,No,Immediately
21,Female,USA,Tier 3,322.84,Professional,Yes,7,"Boots, Ethnic, Sports",Yes,Sole type,1,1,4,4,4,"Canvas, Vegan, Recyclable materials",Yes,114.51,No,8.3,1,Yes,3,1,5,3,5,Yes,Generic design,Yes,No,Within a month
16,Female,UK,Tier 1,802.77,Professional,Yes,3,"Slippers, Boots",Yes,Material,1,5,4,4,1,Leather,Yes,151.49,Yes,9.4,5,Yes,1,4,4,4,1,Maybe,Size mismatch,Yes,No,Immediately
36,Female,India,Tier 2,628.1,Other,Yes,3,"Formal, Casual, Boots",Yes,Full Design,3,3,2,3,4,"Knit, Canvas",Yes,157.37,Yes,7.4,4,No,1,3,1,1,3,Yes,Size mismatch,Yes,Yes,Within 3 months
30,Female,USA,Tier 1,6836.02,Professional,Yes,3,"Boots, Formal",No,Material,5,2,5,5,4,"Knit, Leather",Yes,64.72,Yes,8.7,3,No,3,5,2,2,5,Yes,Poor product information,Yes,Yes,Within a month
19,Female,UK,Tier 1,939.94,Professional,No,3,Sneakers,Yes,Sole type,1,1,1,3,1,"Canvas, Vegan, Recyclable materials",No,189.99,No,11.1,1,Yes,4,1,3,3,4,Yes,Generic design,No,No,Within a month
19,Female,India,Tier 2,2178.59,Professional,Yes,7,Slippers,Yes,Full Design,4,3,1,5,4,Leather,Yes,57.65,Yes,9.6,2,Yes,3,4,5,4,2,Maybe,None of the above,Yes,Yes,Within a month
27,Male,UK,Tier 1,1931.47,Self-employed,Yes,4,"Ethnic, Sports",No,Material,4,2,4,5,4,"Vegan, Recyclable materials",Yes,74.59,No,9.2,4,No,4,5,4,5,2,No,Size mismatch,Yes,Yes,Immediately
43,Female,USA,Tier 1,557.54,Professional,No,5,"Ethnic, Formal, Sports",Yes,Color only,2,4,4,2,4,Vegan,Yes,109.53,No,9.3,1,Yes,1,5,1,5,4,Maybe,None of the above,Yes,Yes,Never
27,Female,Other,Tier 1,609.68,Entrepreneur,Yes,2,Ethnic,Yes,Sole type,3,4,1,1,3,"Knit, Leather",No,197.0,No,8.4,4,No,1,5,5,1,5,Maybe,Size mismatch,Yes,Yes,Immediately
17,Male,India,Tier 1,695.43,Self-employed,Yes,5,"Sneakers, Boots",Yes,Material,4,5,4,1,2,"Leather, Recyclable materials",No,107.67,Yes,12.0,1,No,1,2,3,2,1,No,None of the above,Yes,Yes,Immediately
28,Male,India,Tier 2,994.32,Professional,No,6,"Boots, Formal, Casual",Yes,Sole type,3,2,5,4,5,"Vegan, Leather",Yes,118.72,No,7.8,2,No,4,4,3,1,5,Yes,Long delivery time,Yes,Yes,Immediately
27,Male,USA,Tier 3,600.5,Professional,No,10,"Casual, Sneakers",Yes,Full Design,2,4,5,1,1,"Recyclable materials, Leather, Vegan",Yes,177.28,No,9.3,5,Yes,2,2,3,3,3,Yes,Size mismatch,Yes,Yes,Within 3 months
13,Female,India,Tier 1,229.77,Self-employed,No,2,"Slippers, Casual",No,Material,3,1,1,2,1,"Recyclable materials, Knit, Vegan",Yes,107.99,No,9.2,2,No,3,3,3,5,5,Maybe,Size mismatch,No,No,Never
29,Female,UK,Tier 1,3372.83,Professional,Yes,6,"Boots, Sports, Casual",No,Material,1,2,1,1,3,"Canvas, Vegan, Recyclable materials",Yes,72.86,No,10.5,3,No,2,2,3,2,3,Maybe,Size mismatch,Yes,No,Within 3 months
28,Female,UK,Tier 1,5254.98,Entrepreneur,Yes,7,Casual,Yes,Sole type,1,1,3,2,1,"Leather, Canvas",No,103.31,Yes,10.7,4,Yes,5,4,5,1,5,Yes,None of the above,Yes,Yes,Within a month
35,Female,India,Tier 1,826.85,Self-employed,No,3,Boots,Yes,Color only,5,2,2,1,3,"Knit, Vegan",Yes,174.83,Yes,9.0,5,Yes,1,2,5,4,5,No,Poor product information,Yes,No,Never
44,Male,USA,Tier 2,819.88,Professional,Yes,5,"Sneakers, Casual, Ethnic",Yes,Material,2,3,5,3,4,"Knit, Vegan, Leather",No,122.83,No,9.4,4,Yes,5,5,3,5,5,Maybe,Generic design,Yes,Yes,Immediately
39,Male,USA,Tier 2,210.68,Entrepreneur,Yes,2,"Slippers, Ethnic, Boots",Yes,Full Design,3,2,3,3,4,Canvas,Yes,197.23,No,9.5,1,Yes,4,1,1,4,2,No,Size mismatch,Yes,No,Within a month
27,Male,India,Tier 1,1910.33,Self-employed,No,4,Casual,Yes,Sole type,4,1,2,1,4,Knit,Yes,149.52,Yes,5.6,3,No,5,2,4,2,1,Maybe,None of the above,Yes,Yes,Never
21,Male,Other,Tier 1,2818.23,Self-employed,Yes,3,Boots,Yes,Color only,3,4,5,3,1,"Knit, Recyclable materials",No,94.21,No,6.6,3,Yes,3,2,3,2,4,Yes,Size mismatch,Yes,Yes,Within 3 months
50,Male,UAE,Tier 1,437.8,Professional,No,3,"Formal, Casual, Ethnic",No,Material,3,5,4,2,2,"Leather, Recyclable materials, Vegan",Yes,122.04,No,8.1,4,No,3,2,4,1,5,Maybe,Size mismatch,Yes,Yes,Immediately
30,Male,UK,Tier 3,460.93,Student,Yes,1,"Ethnic, Slippers, Sneakers",No,Sole type,2,4,2,5,4,"Canvas, Vegan",No,85.87,No,8.2,3,No,4,4,1,3,2,Yes,Poor product information,Yes,Yes,Within 3 months
30,Female,UK,Tier 3,2541.57,Professional,Yes,6,Boots,Yes,Full Design,2,1,4,4,3,Knit,Yes,93.26,Yes,7.2,4,Yes,3,4,2,5,5,Yes,Poor product information,Yes,Yes,Immediately
29,Female,USA,Tier 1,1636.81,Professional,Yes,3,"Sports, Casual, Boots",Yes,Full Design,2,1,5,4,5,"Canvas, Recyclable materials, Leather",Yes,299.16,No,10.1,1,Yes,2,4,1,3,3,Yes,Size mismatch,Yes,No,Immediately
31,Prefer not to say,Other,Tier 1,268.85,Professional,No,7,"Ethnic, Casual",Yes,Material,5,5,3,5,2,"Canvas, Vegan",No,160.74,Yes,9.0,1,No,1,1,5,1,2,No,Generic design,Yes,Yes,Within 3 months
28,Other,UK,Tier 3,1661.46,Entrepreneur,Yes,6,Ethnic,No,Full Design,2,1,1,5,5,Knit,Yes,154.44,Yes,8.7,4,No,5,4,5,5,3,No,Size mismatch,Yes,Yes,Immediately
25,Female,UK,Tier 3,754.24,Professional,Yes,3,"Slippers, Ethnic, Boots",Yes,Sole type,3,5,5,5,4,Vegan,Yes,95.07,No,7.1,2,No,1,2,1,3,1,Maybe,Generic design,Yes,Yes,Immediately
25,Male,UAE,Tier 1,890.02,Professional,No,3,Ethnic,Yes,Sole type,4,3,3,2,3,Recyclable materials,Yes,182.78,Yes,8.9,2,No,2,1,3,2,1,No,Poor product information,Yes,Yes,Within a month
29,Female,India,Tier 1,2402.76,Student,No,2,"Sneakers, Boots, Casual",Yes,Sole type,2,5,3,3,3,Vegan,No,655.92,No,5.1,1,No,3,3,5,2,2,No,Size mismatch,No,Yes,Within a month
25,Female,UAE,Tier 1,2698.5,Entrepreneur,No,4,Casual,No,Color only,2,2,1,2,2,"Recyclable materials, Canvas",Yes,195.26,Yes,8.8,5,Yes,1,5,2,3,2,Yes,Poor product information,No,Yes,Immediately
24,Male,India,Tier 2,967.13,Professional,Yes,5,"Formal, Slippers",No,Full Design,4,3,2,3,3,"Leather, Recyclable materials",Yes,193.32,No,9.1,2,No,5,4,3,2,3,Maybe,Generic design,Yes,Yes,Immediately
30,Male,India,Tier 1,4610.53,Professional,Yes,6,"Slippers, Sneakers",Yes,Color only,4,3,2,3,1,"Vegan, Recyclable materials, Knit",Yes,60.84,No,9.4,4,No,1,3,2,1,1,Yes,Size mismatch,Yes,Yes,Within 3 months
27,Female,India,Tier 1,982.48,Professional,No,5,Formal,No,Material,1,4,2,4,1,Recyclable materials,Yes,75.61,No,6.7,1,Yes,1,4,4,1,2,No,Poor product information,Yes,Yes,Immediately
42,Male,Other,Tier 2,2416.54,Entrepreneur,No,1,Formal,Yes,Full Design,2,3,2,5,2,Canvas,No,79.85,No,9.3,3,Yes,1,1,3,3,3,Yes,Generic design,Yes,Yes,Within a month
13,Female,UAE,Tier 1,1192.12,Professional,Yes,8,Casual,Yes,Sole type,3,5,4,2,4,Vegan,Yes,82.24,No,7.4,3,No,5,3,3,2,4,Yes,Size mismatch,Yes,Yes,Never
38,Female,UK,Tier 2,3617.31,Professional,Yes,8,Boots,No,Full Design,2,1,1,3,1,"Recyclable materials, Knit, Vegan",No,132.94,No,7.8,2,No,4,4,5,1,3,Yes,Generic design,Yes,No,Within a month
39,Male,UK,Tier 1,3775.06,Other,No,3,"Slippers, Ethnic, Boots",No,Sole type,5,5,2,4,5,"Vegan, Canvas",Yes,97.33,No,10.1,5,No,2,5,4,5,2,Maybe,Size mismatch,Yes,Yes,Immediately
13,Male,USA,Tier 1,337.21,Entrepreneur,Yes,6,Ethnic,Yes,Material,2,4,1,2,4,"Vegan, Knit",No,202.9,Yes,12.0,2,No,5,4,1,4,4,Yes,Size mismatch,Yes,No,Immediately
27,Male,Other,Tier 2,4334.92,Other,No,4,"Slippers, Boots",Yes,Full Design,3,3,5,4,3,"Vegan, Canvas",No,196.19,No,9.1,5,No,4,5,2,4,5,Yes,Long delivery time,Yes,No,Within a month
27,Male,USA,Tier 1,2819.05,Professional,Yes,3,Boots,No,Color only,5,2,2,4,4,Vegan,No,119.74,No,7.8,2,Yes,2,1,4,3,5,Maybe,Size mismatch,Yes,Yes,Within 3 months
18,Male,India,Tier 3,2550.36,Professional,Yes,7,"Formal, Slippers",No,Full Design,4,4,3,3,5,"Recyclable materials, Knit, Vegan",Yes,198.21,No,9.3,3,No,1,1,1,5,2,Yes,Poor product information,Yes,Yes,Within a month
23,Female,India,Tier 2,536.43,Self-employed,No,3,Slippers,No,Material,3,2,5,3,4,"Knit, Canvas, Leather",Yes,179.53,Yes,10.4,5,Yes,3,2,4,3,2,Maybe,Generic design,Yes,Yes,Immediately
21,Male,UK,Tier 1,2653.05,Professional,Yes,4,"Slippers, Boots, Formal",Yes,Full Design,3,1,5,3,3,Recyclable materials,No,101.97,Yes,9.9,3,Yes,4,3,5,4,2,Maybe,Size mismatch,Yes,Yes,Immediately
44,Female,UK,Tier 2,3047.01,Entrepreneur,Yes,7,"Sneakers, Sports, Slippers",No,Color only,2,4,4,2,2,"Knit, Recyclable materials, Vegan",Yes,39.63,No,13.0,4,No,3,4,4,5,4,Maybe,Generic design,No,No,Immediately
37,Male,India,Tier 1,711.94,Professional,Yes,4,"Ethnic, Slippers",No,Sole type,1,5,4,2,2,Canvas,Yes,111.28,No,7.9,4,No,3,1,3,3,5,Yes,None of the above,Yes,No,Within 3 months
40,Other,India,Tier 3,4762.98,Professional,Yes,6,Sneakers,Yes,Full Design,5,2,1,5,1,"Recyclable materials, Knit, Vegan",No,94.22,No,9.4,1,No,5,4,5,4,1,Yes,Generic design,Yes,No,Within a month
35,Male,UAE,Tier 1,276.72,Student,No,5,"Casual, Ethnic, Sneakers",No,Material,3,4,2,5,1,Knit,Yes,128.26,Yes,11.3,3,No,2,5,5,1,5,Yes,Size mismatch,Yes,Yes,Immediately
20,Male,India,Tier 2,443.62,Professional,No,11,Boots,Yes,Full Design,4,4,2,4,2,"Vegan, Recyclable materials, Knit",No,123.57,Yes,11.2,3,No,1,4,5,5,4,Yes,Generic design,Yes,Yes,Within 3 months
25,Female,UK,Tier 1,1356.93,Student,No,3,Casual,Yes,Full Design,3,2,1,4,4,"Recyclable materials, Knit, Canvas",Yes,122.52,No,6.1,1,No,5,3,1,2,3,Yes,Size mismatch,Yes,No,Within a month
33,Female,Other,Tier 1,1486.3,Student,Yes,4,"Slippers, Formal",Yes,Full Design,4,2,5,2,1,Recyclable materials,No,140.95,No,9.0,4,Yes,2,3,3,3,1,Maybe,Size mismatch,Yes,Yes,Within 3 months
20,Male,USA,Tier 3,1754.09,Other,Yes,2,"Ethnic, Boots",Yes,Full Design,2,4,3,1,3,Leather,Yes,71.5,Yes,11.2,4,No,2,4,4,5,1,No,Long delivery time,No,Yes,Within a month
35,Female,India,Tier 3,225.67,Professional,Yes,3,"Sneakers, Casual",Yes,Material,1,1,4,2,4,"Canvas, Leather",Yes,136.45,Yes,13.0,5,Yes,1,1,3,1,4,Yes,Size mismatch,Yes,No,Within a month
28,Female,UK,Tier 1,5042.13,Professional,No,0,"Boots, Slippers",No,Color only,4,4,3,1,5,"Leather, Canvas, Vegan",No,102.42,No,10.1,5,No,1,3,2,1,2,Yes,Size mismatch,Yes,No,Within a month
27,Female,UAE,Tier 1,268.42,Self-employed,No,5,"Formal, Slippers",Yes,Color only,2,4,1,2,5,Knit,Yes,128.0,No,8.4,4,No,5,3,1,5,5,No,Poor product information,Yes,Yes,Within 3 months
35,Male,USA,Tier 3,431.58,Professional,No,5,"Formal, Casual, Sports",Yes,Material,5,4,5,5,2,"Knit, Canvas, Leather",No,158.3,No,7.5,2,Yes,2,4,4,4,4,Yes,None of the above,No,Yes,Within 3 months
33,Male,Other,Tier 3,221.17,Student,Yes,2,"Sneakers, Casual, Boots",No,Color only,2,4,1,4,3,"Knit, Canvas, Recyclable materials",No,71.02,No,12.3,3,Yes,3,1,1,3,2,Maybe,Size mismatch,Yes,Yes,Within 3 months
27,Female,India,Tier 1,1455.04,Entrepreneur,Yes,3,Ethnic,Yes,Sole type,5,1,2,3,3,Knit,Yes,108.75,No,10.1,5,No,1,5,1,3,2,Yes,Size mismatch,Yes,Yes,Immediately
39,Female,USA,Tier 1,4238.27,Professional,Yes,6,"Slippers, Sports, Casual",Yes,Color only,5,2,1,2,5,"Leather, Canvas",No,115.26,Yes,7.7,2,Yes,1,3,5,4,5,Maybe,Generic design,Yes,Yes,Within a month
21,Male,UK,Tier 1,1844.68,Entrepreneur,Yes,3,Slippers,Yes,Color only,3,5,4,3,5,"Recyclable materials, Vegan, Leather",Yes,99.43,No,8.7,5,No,5,2,1,4,3,No,Generic design,Yes,Yes,Immediately
34,Female,UAE,Tier 3,2794.51,Entrepreneur,Yes,4,Casual,Yes,Color only,1,1,1,4,2,"Knit, Leather, Canvas",No,155.99,No,9.5,1,No,4,1,2,1,3,Maybe,Poor product information,Yes,Yes,Within 3 months
34,Female,India,Tier 1,220.06,Other,No,5,"Boots, Formal",Yes,Full Design,1,4,1,4,1,"Vegan, Knit",Yes,91.18,No,9.8,3,Yes,4,5,1,2,2,Yes,None of the above,No,Yes,Immediately
27,Male,UAE,Tier 1,1371.38,Professional,Yes,2,"Sports, Formal",No,Sole type,2,5,1,5,1,"Leather, Recyclable materials, Knit",No,97.78,No,7.7,5,No,4,5,3,5,4,Yes,Size mismatch,Yes,Yes,Immediately
32,Female,USA,Tier 2,1123.07,Professional,Yes,4,"Casual, Sports",Yes,Material,2,5,4,1,1,"Canvas, Vegan",Yes,91.6,No,8.1,4,No,5,4,5,1,2,No,Size mismatch,Yes,Yes,Immediately
19,Male,India,Tier 1,1236.63,Professional,Yes,4,"Sports, Sneakers",No,Full Design,4,2,3,1,4,Knit,Yes,163.68,No,6.5,1,Yes,4,4,2,3,4,Maybe,Size mismatch,Yes,Yes,Immediately
37,Female,India,Tier 1,312.43,Student,No,6,"Casual, Formal, Sneakers",Yes,Color only,3,1,5,4,5,"Recyclable materials, Canvas, Knit",Yes,100.3,No,10.6,1,No,1,5,1,4,3,Maybe,Generic design,Yes,No,Immediately
28,Female,UAE,Tier 1,1930.09,Self-employed,Yes,3,Casual,Yes,Full Design,2,3,4,1,1,Knit,Yes,138.4,No,8.5,4,Yes,4,3,2,5,1,No,Poor product information,Yes,Yes,Immediately
25,Prefer not to say,India,Tier 1,1249.41,Student,No,3,Sports,Yes,Sole type,3,5,5,4,4,"Canvas, Leather",Yes,199.03,Yes,9.7,1,No,3,1,2,4,3,Yes,Long delivery time,Yes,Yes,Immediately
38,Male,India,Tier 1,2373.21,Professional,No,5,"Sports, Ethnic",Yes,Color only,5,4,5,3,4,Canvas,Yes,117.01,No,11.1,3,No,5,3,4,4,5,Yes,None of the above,Yes,Yes,Immediately
24,Male,India,Tier 2,1196.23,Self-employed,Yes,4,"Casual, Formal, Ethnic",Yes,Sole type,5,4,1,1,2,"Recyclable materials, Leather, Canvas",Yes,164.48,No,9.3,5,Yes,5,2,1,3,2,Yes,Size mismatch,Yes,Yes,Within 3 months
18,Male,UAE,Tier 1,442.69,Professional,No,5,Casual,Yes,Full Design,5,2,5,4,5,Vegan,Yes,186.85,Yes,8.8,1,Yes,1,2,5,5,4,No,None of the above,Yes,Yes,Immediately
17,Male,UK,Tier 2,1767.28,Professional,Yes,6,"Ethnic, Formal",Yes,Material,1,4,1,4,5,"Recyclable materials, Knit",Yes,161.09,Yes,9.3,3,No,3,3,3,2,2,Yes,Size mismatch,Yes,Yes,Never
34,Male,UK,Tier 3,483.81,Professional,Yes,5,"Sneakers, Slippers, Boots",Yes,Full Design,5,1,3,5,3,Canvas,Yes,119.33,No,9.1,4,Yes,3,4,1,2,3,Yes,Poor product information,No,Yes,Within 3 months
19,Other,India,Tier 2,3288.22,Self-employed,No,1,Sports,Yes,Color only,4,3,1,2,2,"Knit, Leather, Canvas",Yes,145.68,No,10.9,5,Yes,5,2,1,2,1,No,Long delivery time,Yes,Yes,Immediately
44,Male,USA,Tier 1,1624.45,Professional,No,5,Casual,Yes,Material,1,2,1,5,3,"Canvas, Leather",Yes,68.5,Yes,9.5,4,No,1,2,1,2,2,Maybe,Generic design,Yes,No,Immediately
13,Male,USA,Tier 1,456.55,Self-employed,Yes,4,Slippers,Yes,Color only,2,5,2,4,1,Knit,No,88.8,No,8.2,5,Yes,4,5,1,2,1,No,Long delivery time,Yes,No,Immediately
43,Female,UAE,Tier 1,5118.66,Student,Yes,0,Boots,No,Material,1,5,4,3,4,"Leather, Knit, Canvas",No,95.81,No,10.6,1,No,2,2,2,5,1,No,Poor product information,Yes,Yes,Within a month
31,Male,Other,Tier 1,1295.85,Entrepreneur,Yes,5,"Boots, Slippers, Sneakers",Yes,Material,4,3,3,4,2,"Recyclable materials, Knit, Leather",Yes,209.62,No,10.8,1,Yes,5,5,5,5,4,Maybe,None of the above,Yes,No,Within a month
29,Female,India,Tier 1,313.54,Self-employed,Yes,3,Slippers,Yes,Full Design,2,4,2,3,3,"Knit, Canvas, Leather",No,87.5,Yes,7.0,5,No,1,1,2,1,5,Yes,Long delivery time,No,Yes,Immediately
25,Male,UK,Tier 2,1678.59,Student,Yes,4,"Formal, Casual",Yes,Color only,2,3,1,3,4,"Leather, Canvas, Vegan",Yes,86.9,No,11.3,3,Yes,3,1,3,4,2,Yes,Poor product information,No,Yes,Immediately
33,Female,India,Tier 1,637.93,Professional,Yes,4,Sports,Yes,Material,5,2,2,3,3,"Recyclable materials, Vegan, Leather",No,78.24,Yes,9.5,3,Yes,2,2,4,5,3,Maybe,None of the above,Yes,Yes,Within a month
29,Male,USA,Tier 1,2642.12,Student,Yes,6,Sneakers,No,Sole type,5,5,4,1,4,"Canvas, Recyclable materials",Yes,142.39,No,9.4,3,No,1,5,2,2,5,Yes,None of the above,Yes,Yes,Immediately
38,Male,India,Tier 1,2754.16,Entrepreneur,No,5,"Slippers, Boots, Sneakers",Yes,Full Design,2,3,4,3,3,"Knit, Recyclable materials, Canvas",Yes,125.7,No,10.5,2,No,3,5,4,2,3,Yes,Poor product information,No,Yes,Never
30,Other,India,Tier 2,5991.09,Professional,Yes,2,Sports,Yes,Full Design,4,4,5,1,5,"Canvas, Vegan",No,163.47,No,8.1,3,No,1,2,5,3,2,Yes,Generic design,Yes,Yes,Immediately
31,Male,India,Tier 1,1245.34,Professional,Yes,2,"Boots, Slippers",No,Full Design,1,4,1,2,5,"Leather, Recyclable materials, Knit",No,146.85,No,10.4,1,Yes,1,1,5,4,5,No,Long delivery time,No,No,Immediately
27,Female,USA,Tier 2,1110.34,Student,Yes,4,Ethnic,Yes,Full Design,5,5,3,3,4,"Vegan, Canvas",Yes,64.78,Yes,8.4,2,No,3,5,3,4,5,Yes,Long delivery time,Yes,Yes,Immediately
29,Male,India,Tier 1,2300.44,Professional,No,6,"Boots, Formal, Ethnic",Yes,Full Design,4,3,5,3,1,"Recyclable materials, Canvas, Leather",Yes,87.71,No,6.8,3,No,1,3,3,1,5,Yes,Size mismatch,Yes,No,Within a month
32,Male,UK,Tier 3,413.16,Student,Yes,5,"Sneakers, Sports",Yes,Full Design,5,3,4,3,2,"Knit, Vegan, Leather",No,174.61,No,7.5,1,No,4,2,5,5,3,Yes,Generic design,No,No,Immediately
16,Female,USA,Tier 3,1387.52,Professional,Yes,5,"Casual, Formal, Boots",Yes,Full Design,3,5,3,4,1,"Knit, Recyclable materials",No,111.87,No,9.9,2,No,3,4,4,4,1,Yes,None of the above,Yes,Yes,Immediately
19,Male,India,Tier 1,1385.31,Professional,Yes,6,"Formal, Ethnic",No,Color only,2,5,4,2,3,Recyclable materials,No,167.5,No,7.6,1,No,2,2,4,3,2,Maybe,Size mismatch,Yes,Yes,Immediately
35,Female,UK,Tier 1,340.6,Self-employed,No,4,"Sports, Boots, Casual",No,Material,2,1,2,2,3,"Recyclable materials, Vegan",Yes,114.01,Yes,11.4,5,No,5,1,3,1,5,Maybe,Long delivery time,Yes,Yes,Immediately
31,Prefer not to say,India,Tier 1,1011.89,Professional,Yes,3,Boots,Yes,Sole type,3,5,3,2,1,"Leather, Knit",Yes,81.29,Yes,10.8,1,No,2,1,1,1,5,Maybe,Generic design,No,Yes,Within a month
28,Female,USA,Tier 1,3078.89,Professional,No,3,"Boots, Slippers, Ethnic",No,Material,3,5,5,2,3,"Canvas, Knit, Vegan",Yes,107.87,Yes,11.0,2,No,3,3,5,1,1,Maybe,Size mismatch,Yes,Yes,Immediately
30,Other,UK,Tier 2,3108.51,Other,No,5,Sneakers,Yes,Material,3,5,3,2,1,Leather,Yes,81.28,No,9.2,3,Yes,4,2,2,3,5,Yes,Size mismatch,No,Yes,Within 3 months
32,Male,India,Tier 3,356.77,Entrepreneur,No,4,"Sports, Ethnic",Yes,Sole type,2,3,2,4,4,Recyclable materials,Yes,97.38,Yes,9.4,2,Yes,1,2,5,5,1,Maybe,Long delivery time,Yes,Yes,Immediately
25,Male,India,Tier 2,342.65,Self-employed,No,4,"Casual, Slippers",No,Full Design,3,3,1,2,1,"Leather, Recyclable materials, Vegan",No,128.04,Yes,7.2,3,Yes,5,2,4,2,4,Yes,Poor product information,No,Yes,Within a month
23,Male,India,Tier 3,657.13,Professional,Yes,3,"Sports, Casual, Slippers",Yes,Color only,3,3,5,1,3,"Canvas, Vegan, Leather",Yes,140.46,No,10.5,3,No,5,2,1,5,1,Maybe,Poor product information,Yes,Yes,Within a month
31,Female,Other,Tier 1,3316.36,Professional,Yes,3,"Formal, Ethnic",Yes,Full Design,4,5,2,5,2,Recyclable materials,No,56.39,Yes,9.6,4,Yes,4,3,3,4,3,Yes,Poor product information,Yes,Yes,Within a month
22,Prefer not to say,USA,Tier 1,407.0,Student,No,1,"Ethnic, Sports, Boots",Yes,Full Design,4,2,1,2,2,"Vegan, Leather, Knit",Yes,119.31,Yes,9.9,5,Yes,5,5,2,5,3,Maybe,Generic design,No,No,Within a month
